"","mock1","mock2","mock3","hrcc1","hrcc2","hrcc3"
"AT1G12770",29,26,81,19,15,67
"AT1G12780",203,155,102,102,85,106
"AT1G12790",19,18,14,12,3,20
"AT1G12800",137,185,260,120,76,256
"AT1G12810",60,71,103,94,62,134
"AT1G12820",30,49,107,68,39,85
"AT1G12830",67,66,50,91,13,74
"AT1G12840",172,132,151,212,76,214
"AT1G12845",24,21,72,8,4,16
"AT1G12850",56,49,95,62,36,91
"AT1G12860",28,23,65,13,11,22
"AT1G12880",18,34,15,46,7,15
"AT1G12900",1712,1247,5638,999,474,2905
"AT1G12910",42,60,185,44,32,235
"AT1G12920",204,180,264,373,139,361
"AT1G12930",23,31,46,25,22,40
"AT1G12940",0,4,5,59,8,126
"AT1G12970",46,58,38,65,29,58
"AT1G12990",24,46,57,59,36,54
"AT1G13000",52,37,62,73,41,85
"AT1G13020",116,64,150,157,57,293
"AT1G13030",1,6,24,16,11,19
"AT1G13050",5,10,23,4,8,17
"AT1G13060",238,118,176,201,127,269
"AT1G13080",32,19,29,50,24,49
"AT1G13090",116,72,131,97,61,94
"AT1G13100",8,10,22,29,10,24
"AT1G13110",102,102,150,451,199,449
"AT1G13120",36,32,29,43,19,59
"AT1G13160",22,36,57,36,19,77
"AT1G13170",25,23,29,13,15,33
"AT1G13180",19,25,13,17,12,20
"AT1G13190",290,269,189,370,84,322
"AT1G13195",28,56,54,38,41,49
"AT1G13210",146,117,434,323,163,677
"AT1G13245",84,55,27,41,28,32
"AT1G13250",23,11,57,13,4,30
"AT1G13260",223,145,106,290,235,342
"AT1G13270",68,88,89,28,22,52
"AT1G13280",64,32,103,26,14,49
"AT1G13320",156,115,218,238,87,249
"AT1G13340",47,15,39,103,68,121
"AT1G13350",123,157,156,169,65,237
"AT1G13360",165,146,88,205,63,161
"AT1G13380",38,24,67,11,5,62
"AT1G13390",54,33,178,125,92,254
"AT1G13440",878,769,1567,816,501,1174
"AT1G13450",40,64,155,70,33,161
"AT1G13460",41,10,20,48,19,25
"AT1G13470",357,189,610,725,198,926
"AT1G13480",9,31,4,38,106,29
"AT1G13550",6,1,2,11,13,20
"AT1G13560",93,73,213,82,68,216
"AT1G13570",20,18,22,33,2,19
"AT1G13640",33,25,96,31,32,83
"AT1G13690",36,31,22,33,26,28
"AT1G13700",143,29,20,82,114,77
"AT1G13730",43,34,34,23,10,22
"AT1G13740",18,27,15,4,24,13
"AT1G13750",50,20,107,49,23,135
"AT1G13770",13,1,21,22,15,29
"AT1G13820",61,29,61,35,25,45
"AT1G13860",16,28,50,13,23,43
"AT1G13870",28,30,47,28,14,35
"AT1G13880",18,25,41,36,33,32
"AT1G13900",39,41,51,52,29,75
"AT1G13920",22,18,72,9,14,28
"AT1G13930",4462,5131,6273,2349,1153,4591
"AT1G13940",2,31,27,15,18,27
"AT1G13950",16,5,18,24,14,27
"AT1G13960",68,49,52,68,47,80
"AT1G13980",25,25,61,26,24,58
"AT1G13990",294,246,303,432,167,471
"AT1G14000",112,78,173,235,114,241
"AT1G14010",119,60,632,252,178,1178
"AT1G14020",3,42,15,19,17,28
"AT1G14030",58,29,92,14,14,34
"AT1G14060",28,19,97,64,31,144
"AT1G14070",11,4,12,16,11,21
"AT1G14130",11,16,16,47,37,46
"AT1G14140",11,20,40,13,18,30
"AT1G14150",371,600,561,188,80,231
"AT1G14170",18,17,51,73,41,100
"AT1G14200",53,68,71,130,45,93
"AT1G14210",14,13,38,19,8,49
"AT1G14230",25,11,40,28,22,53
"AT1G14250",123,109,468,79,38,428
"AT1G14270",39,35,117,32,15,61
"AT1G14280",13,26,26,11,10,4
"AT1G14290",32,37,60,20,19,23
"AT1G14300",11,4,12,16,5,22
"AT1G14310",16,28,52,21,23,44
"AT1G14320",294,327,577,561,219,867
"AT1G14330",57,34,23,45,42,64
"AT1G14340",43,26,53,29,14,49
"AT1G14345",608,754,978,235,235,479
"AT1G14350",14,23,11,17,18,5
"AT1G14360",52,43,124,131,89,154
"AT1G14370",77,42,74,103,54,170
"AT1G14380",42,45,45,39,8,43
"AT1G14400",240,179,387,277,179,520
"AT1G14410",15,27,52,11,22,36
"AT1G14440",1,10,19,17,11,15
"AT1G14450",325,272,477,563,243,595
"AT1G14460",24,47,13,29,25,13
"AT1G14510",28,45,74,65,46,79
"AT1G14530",8,16,17,28,7,9
"AT1G14540",3,21,3,19,146,59
"AT1G14560",12,10,25,12,16,28
"AT1G14570",61,66,110,70,30,138
"AT1G14580",15,47,140,12,30,62
"AT1G14590",4,11,46,15,18,38
"AT1G14610",48,104,157,92,88,195
"AT1G14620",2,4,30,12,8,32
"AT1G14640",0,10,19,5,7,50
"AT1G14650",87,90,207,89,45,219
"AT1G14670",158,136,480,248,171,649
"AT1G14685",62,59,162,93,61,141
"AT1G14687",10,6,26,5,7,13
"AT1G14690",88,80,63,66,32,60
"AT1G14700",17,29,42,8,8,11
"AT1G14710",184,256,447,181,139,541
"AT1G14720",108,115,139,97,65,116
"AT1G14740",252,267,131,377,140,296
"AT1G14780",36,24,62,39,49,115
"AT1G14790",30,34,37,7,12,15
"AT1G14810",56,96,159,87,46,155
"AT1G14820",24,20,60,55,45,63
"AT1G14830",86,58,134,170,67,215
"AT1G14840",35,35,52,9,29,34
"AT1G14850",14,11,35,14,19,45
"AT1G14870",33,32,40,156,132,369
"AT1G14880",397,173,898,774,97,851
"AT1G14890",128,112,265,133,150,537
"AT1G14900",19,4,29,12,10,43
"AT1G14910",50,46,140,71,48,175
"AT1G14920",34,52,102,67,62,53
"AT1G14980",87,99,206,138,101,297
"AT1G14990",29,42,143,60,68,135
"AT1G15000",14,26,38,20,5,22
"AT1G15010",504,349,142,303,372,235
"AT1G15020",40,26,35,25,5,47
"AT1G15030",61,54,143,81,43,206
"AT1G15060",38,23,70,32,14,74
"AT1G15100",38,72,367,71,37,246
"AT1G15110",13,34,43,37,21,62
"AT1G15120",100,76,164,151,115,173
"AT1G15125",108,90,260,547,131,865
"AT1G15130",149,201,463,350,160,872
"AT1G15140",299,363,868,355,343,766
"AT1G15170",9,8,31,19,7,21
"AT1G15180",46,49,53,20,7,35
"AT1G15190",6,12,8,3,26,33
"AT1G15200",291,369,254,241,151,348
"AT1G15215",20,10,27,10,11,17
"AT1G15230",74,94,47,25,21,50
"AT1G15240",25,17,150,42,26,221
"AT1G15250",13,14,18,15,8,10
"AT1G15260",62,79,194,19,15,42
"AT1G15270",409,464,410,498,343,437
"AT1G15280",174,153,240,133,83,291
"AT1G15290",110,165,138,79,49,118
"AT1G15340",1133,1122,704,778,275,779
"AT1G15350",34,28,38,52,53,77
"AT1G15370",101,112,123,215,63,181
"AT1G15390",12,14,22,4,5,17
"AT1G15400",23,25,52,41,21,57
"AT1G15415",14,22,23,28,21,43
"AT1G15420",38,47,97,43,25,114
"AT1G15430",22,10,47,42,30,99
"AT1G15440",26,14,79,36,22,121
"AT1G15470",14,15,25,20,14,26
"AT1G15480",3,13,37,8,6,53
"AT1G15490",13,14,18,8,7,9
"AT1G15500",162,126,250,91,71,182
"AT1G15510",5,16,33,2,7,22
"AT1G15520",6,6,34,118,48,202
"AT1G15530",93,77,132,163,68,329
"AT1G15550",13,26,14,3,11,3
"AT1G15660",10,12,16,16,14,14
"AT1G15670",83,26,65,208,124,351
"AT1G15690",605,803,1825,562,324,1441
"AT1G15700",1,4,24,8,9,27
"AT1G15710",43,39,85,41,38,122
"AT1G15730",62,50,80,46,7,36
"AT1G15740",191,132,99,106,74,138
"AT1G15750",90,56,111,131,60,223
"AT1G15780",92,45,206,150,67,310
"AT1G15790",20,4,27,18,7,31
"AT1G15800",9,7,20,15,6,35
"AT1G15810",19,61,95,25,20,61
"AT1G15820",3851,2857,3255,2216,1000,1867
"AT1G15830",80,58,26,25,11,22
"AT1G15840",0,11,1,18,18,2
"AT1G15860",42,37,119,85,62,224
"AT1G15880",20,21,39,66,21,46
"AT1G15885",18,66,24,8,33,8
"AT1G15910",11,25,16,9,14,14
"AT1G15920",13,52,41,38,20,51
"AT1G15930",89,148,278,137,70,332
"AT1G15940",52,23,35,37,12,37
"AT1G15950",117,82,378,153,52,553
"AT1G15970",9,24,16,22,12,19
"AT1G15980",299,266,440,170,111,168
"AT1G16000",38,28,85,52,8,74
"AT1G16010",66,44,130,76,22,142
"AT1G16020",25,26,22,24,9,16
"AT1G16030",4,27,20,6,5,26
"AT1G16040",80,56,66,82,35,76
"AT1G16060",12,20,29,12,9,12
"AT1G16080",158,164,183,121,53,139
"AT1G16090",3,0,2,22,12,21
"AT1G16110",48,32,38,90,25,86
"AT1G16130",11,8,9,24,19,34
"AT1G16170",26,13,5,9,9,8
"AT1G16180",307,255,326,371,197,470
"AT1G16190",30,39,100,32,32,87
"AT1G16210",113,138,106,173,91,212
"AT1G16240",123,62,107,141,54,126
"AT1G16250",3,17,27,21,7,30
"AT1G16260",39,32,88,47,16,106
"AT1G16270",42,24,94,58,46,112
"AT1G16300",0,4,9,11,10,21
"AT1G16320",130,101,330,128,75,260
"AT1G16350",72,64,177,73,35,127
"AT1G16370",10,1,1,13,13,11
"AT1G16410",166,210,687,197,90,623
"AT1G16420",6,9,13,15,25,20
"AT1G16460",43,43,76,30,8,30
"AT1G16470",121,108,124,138,84,197
"AT1G16500",20,39,31,22,8,44
"AT1G16510",14,8,14,15,8,28
"AT1G16540",21,25,18,46,11,13
"AT1G16560",56,44,75,99,47,83
"AT1G16570",8,19,52,15,9,52
"AT1G16610",68,112,344,96,83,355
"AT1G16670",73,49,134,107,51,186
"AT1G16680",14,15,33,9,9,19
"AT1G16690",14,15,26,9,8,18
"AT1G16700",80,82,93,85,31,104
"AT1G16710",31,35,50,46,17,53
"AT1G16720",186,151,312,132,60,184
"AT1G16740",158,190,154,205,105,229
"AT1G16790",8,17,38,13,18,23
"AT1G16800",20,23,18,8,13,14
"AT1G16810",349,339,587,452,254,748
"AT1G16825",15,19,22,2,16,37
"AT1G16840",178,128,482,165,119,561
"AT1G16850",97,77,136,65,22,91
"AT1G16870",31,29,45,21,16,71
"AT1G16880",410,484,1257,375,253,601
"AT1G16890",130,89,168,230,87,198
"AT1G16900",24,48,68,53,60,92
"AT1G16916",19,17,5,17,18,20
"AT1G16920",40,40,43,37,11,41
"AT1G16960",29,34,44,30,14,42
"AT1G16970",24,26,22,42,23,34
"AT1G17050",64,19,42,27,39,31
"AT1G17070",41,72,49,94,30,88
"AT1G17080",121,39,50,139,56,57
"AT1G17100",62,88,187,52,15,81
"AT1G17110",124,98,307,185,84,276
"AT1G17120",31,15,24,24,4,32
"AT1G17130",81,77,121,101,37,106
"AT1G17140",33,64,72,28,12,18
"AT1G17145",48,23,36,52,12,35
"AT1G17147",0,7,12,18,10,20
"AT1G17160",60,52,102,36,40,105
"AT1G17170",9,15,14,12,11,23
"AT1G17200",32,22,45,14,2,14
"AT1G17210",83,79,90,79,33,111
"AT1G17220",464,523,994,296,185,689
"AT1G17230",17,30,35,32,18,67
"AT1G17280",107,81,128,114,51,178
"AT1G17290",683,579,2181,1297,884,4408
"AT1G17330",30,40,37,58,45,79
"AT1G17340",53,66,86,74,46,114
"AT1G17360",40,18,42,23,17,37
"AT1G17370",88,61,171,91,66,180
"AT1G17380",39,29,80,302,197,362
"AT1G17420",278,235,891,413,287,2334
"AT1G17430",17,7,13,26,6,22
"AT1G17440",55,78,262,126,87,346
"AT1G17450",32,22,24,14,14,42
"AT1G17455",11,14,14,8,8,11
"AT1G17460",5,10,14,20,8,25
"AT1G17470",55,66,109,98,22,119
"AT1G17490",47,57,110,56,32,84
"AT1G17500",27,37,88,90,20,97
"AT1G17520",18,9,33,23,12,36
"AT1G17530",58,36,99,75,52,119
"AT1G17550",110,74,89,97,45,100
"AT1G17580",34,41,37,37,43,58
"AT1G17620",121,68,148,56,59,188
"AT1G17650",42,45,67,14,34,57
"AT1G17665",155,151,997,169,113,634
"AT1G17680",47,49,20,43,19,34
"AT1G17690",49,36,46,66,45,104
"AT1G17720",88,87,124,138,88,176
"AT1G17730",31,14,29,49,32,37
"AT1G17745",113,95,154,304,118,242
"AT1G17760",20,10,55,16,3,37
"AT1G17780",26,23,44,33,26,65
"AT1G17790",2,30,27,18,9,20
"AT1G17820",55,82,46,67,32,69
"AT1G17840",140,149,255,139,118,148
"AT1G17860",16,30,34,146,93,207
"AT1G17880",192,189,1012,186,126,815
"AT1G17890",106,57,248,151,82,496
"AT1G17930",5,17,16,7,10,19
"AT1G17940",38,50,98,37,30,88
"AT1G17970",36,46,76,19,38,46
"AT1G17980",46,42,55,61,17,71
"AT1G18040",14,2,16,20,2,19
"AT1G18060",56,49,96,71,14,47
"AT1G18070",105,85,214,189,76,278
"AT1G18080",124,166,306,215,101,608
"AT1G18150",147,137,919,148,113,946
"AT1G18160",36,63,88,86,44,100
"AT1G18170",88,79,84,34,6,36
"AT1G18190",20,3,23,22,16,28
"AT1G18210",134,145,172,278,194,410
"AT1G18260",76,73,196,135,52,358
"AT1G18265",20,21,18,2,7,8
"AT1G18270",67,56,57,102,50,85
"AT1G18300",38,30,9,164,168,115
"AT1G18330",12,6,19,11,4,7
"AT1G18335",6,7,24,15,3,19
"AT1G18360",22,34,59,6,3,28
"AT1G18390",37,128,58,148,152,274
"AT1G18440",12,10,19,15,16,24
"AT1G18450",35,71,47,36,36,52
"AT1G18460",22,43,35,31,11,37
"AT1G18470",66,42,107,90,51,119
"AT1G18480",54,46,53,79,24,87
"AT1G18485",17,21,45,31,14,21
"AT1G18490",42,14,40,34,7,23
"AT1G18500",180,190,383,281,121,515
"AT1G18540",128,151,244,169,124,313
"AT1G18560",22,7,8,16,4,22
"AT1G18570",17,132,21,65,68,50
"AT1G18580",11,19,26,24,23,46
"AT1G18590",48,39,156,94,14,110
"AT1G18600",21,11,99,22,19,121
"AT1G18610",15,24,6,2,13,10
"AT1G18620",24,56,50,13,30,18
"AT1G18630",60,73,43,80,28,70
"AT1G18650",16,43,79,10,29,18
"AT1G18660",63,66,106,103,76,82
"AT1G18670",12,26,25,15,3,17
"AT1G18690",19,27,18,19,14,12
"AT1G18700",19,65,72,31,41,99
"AT1G18710",4,45,11,25,42,8
"AT1G18720",248,299,931,485,281,1229
"AT1G18730",118,146,78,113,61,45
"AT1G18740",65,83,38,67,80,60
"AT1G18800",25,95,52,69,27,57
"AT1G18850",13,17,37,19,12,59
"AT1G18860",4,7,1,32,28,74
"AT1G18870",18,5,33,13,5,28
"AT1G18890",108,53,66,167,62,180
"AT1G18900",5,15,40,18,10,67
"AT1G18950",59,36,77,76,43,93
"AT1G19000",359,235,579,214,140,412
"AT1G19010",3,25,10,18,15,14
"AT1G19020",123,106,136,348,295,1131
"AT1G19050",16,28,19,19,36,22
"AT1G19100",7,18,22,15,2,12
"AT1G19110",43,29,49,39,18,72
"AT1G19120",73,35,27,31,29,33
"AT1G19130",44,28,202,81,42,258
"AT1G19140",18,18,29,22,8,32
"AT1G19150",243,247,437,131,116,161
"AT1G19170",27,7,28,16,5,31
"AT1G19180",336,271,809,1163,1269,2587
"AT1G19220",14,13,39,14,19,35
"AT1G19270",36,129,43,121,153,82
"AT1G19300",67,95,143,144,123,276
"AT1G19310",34,32,53,44,19,111
"AT1G19330",19,10,8,13,8,6
"AT1G19350",188,240,399,140,152,200
"AT1G19360",53,16,82,109,48,126
"AT1G19370",24,17,63,48,21,66
"AT1G19380",37,28,36,98,82,211
"AT1G19397",25,13,4,3,8,5
"AT1G19400",106,90,106,90,56,123
"AT1G19430",47,38,44,38,27,45
"AT1G19440",11,18,57,7,19,80
"AT1G19450",59,83,37,31,42,15
"AT1G19480",6,4,25,9,7,30
"AT1G19485",28,43,26,42,54,26
"AT1G19520",27,26,50,35,27,60
"AT1G19570",348,411,2497,461,172,1500
"AT1G19580",42,24,80,60,15,81
"AT1G19600",73,71,87,56,30,92
"AT1G19610",110,49,52,179,189,104
"AT1G19640",65,54,62,241,118,234
"AT1G19650",49,24,68,68,39,89
"AT1G19660",387,280,233,264,111,161
"AT1G19670",435,672,1141,1579,552,2429
"AT1G19680",11,8,28,31,23,44
"AT1G19690",9,20,47,5,12,24
"AT1G19700",46,39,105,71,56,105
"AT1G19710",8,13,26,21,20,16
"AT1G19715",54,38,99,44,29,84
"AT1G19720",64,48,83,36,13,68
"AT1G19730",15,35,4,25,23,14
"AT1G19740",819,997,1473,591,406,1201
"AT1G19770",161,140,269,189,206,338
"AT1G19800",54,50,51,33,29,47
"AT1G19835",62,96,76,28,82,55
"AT1G19850",25,23,49,28,28,82
"AT1G19860",48,15,75,49,19,86
"AT1G19870",62,48,69,70,14,59
"AT1G19880",50,36,107,74,34,172
"AT1G19910",243,193,159,237,94,231
"AT1G19920",81,103,213,89,67,92
"AT1G19950",2,17,20,2,7,8
"AT1G19960",85,67,557,92,32,132
"AT1G19970",29,42,18,12,2,12
"AT1G19990",15,12,25,5,6,16
"AT1G20010",359,398,583,152,70,197
"AT1G20020",1883,1978,3844,1402,716,2196
"AT1G20030",17,30,96,11,11,85
"AT1G20050",124,75,464,143,89,601
"AT1G20070",95,150,180,120,80,161
"AT1G20090",36,30,100,32,16,89
"AT1G20100",82,61,85,45,70,107
"AT1G20110",187,229,303,256,221,465
"AT1G20140",5,60,30,25,25,26
"AT1G20160",28,21,49,29,37,43
"AT1G20190",23,41,63,5,12,6
"AT1G20200",78,118,258,193,125,371
"AT1G20220",380,475,488,464,143,780
"AT1G20225",88,90,129,91,59,125
"AT1G20260",389,265,689,391,212,660
"AT1G20270",47,49,61,75,27,57
"AT1G20300",26,25,55,36,32,75
"AT1G20310",10,1,6,14,8,25
"AT1G20330",137,126,163,131,47,206
"AT1G20340",4420,4823,3121,2857,1448,1737
"AT1G20370",6,17,14,17,7,21
"AT1G20410",10,26,18,7,4,17
"AT1G20430",13,15,16,9,3,22
"AT1G20440",4950,4465,3890,2989,1477,2520
"AT1G20450",2174,1970,4764,1786,1114,3574
"AT1G20490",14,10,37,9,3,44
"AT1G20510",180,128,556,735,656,1706
"AT1G20550",13,12,7,13,5,6
"AT1G20560",45,38,30,46,30,21
"AT1G20575",33,9,31,22,10,29
"AT1G20580",134,100,130,116,55,148
"AT1G20620",3457,2906,7473,3398,1593,4754
"AT1G20630",524,320,738,495,358,1068
"AT1G20640",30,31,76,52,19,73
"AT1G20650",8,47,13,11,23,7
"AT1G20670",132,124,153,118,73,253
"AT1G20693",791,744,1699,867,472,1739
"AT1G20696",542,743,570,649,340,619
"AT1G20760",46,70,104,87,50,204
"AT1G20770",142,123,162,123,24,203
"AT1G20780",110,64,89,135,59,127
"AT1G20810",79,98,351,50,29,177
"AT1G20830",15,16,35,15,10,19
"AT1G20840",34,76,156,40,35,161
"AT1G20850",44,31,20,23,31,35
"AT1G20880",36,51,47,44,49,89
"AT1G20890",17,30,10,4,7,5
"AT1G20910",12,15,57,9,14,70
"AT1G20920",536,444,519,546,183,787
"AT1G20950",36,80,111,51,66,88
"AT1G20960",139,172,294,284,100,412
"AT1G20970",295,289,399,506,287,893
"AT1G20980",82,90,130,118,69,184
"AT1G21000",141,73,212,279,261,511
"AT1G21010",23,26,19,29,58,97
"AT1G21050",25,15,39,19,7,40
"AT1G21060",46,17,54,34,14,60
"AT1G21065",150,155,309,104,38,211
"AT1G21080",106,64,198,159,108,321
"AT1G21100",0,7,19,40,40,96
"AT1G21120",12,8,14,78,49,208
"AT1G21130",358,155,478,942,363,582
"AT1G21160",57,105,60,67,58,60
"AT1G21170",59,36,52,62,19,79
"AT1G21190",24,47,21,27,35,18
"AT1G21200",7,23,18,30,8,25
"AT1G21250",420,192,1055,591,108,874
"AT1G21260",9,12,22,7,8,12
"AT1G21270",119,56,193,135,46,171
"AT1G21280",15,7,29,30,5,40
"AT1G21310",5038,9877,7230,11607,6476,18646
"AT1G21350",58,31,113,23,12,64
"AT1G21370",34,9,59,53,28,72
"AT1G21380",143,121,209,180,106,410
"AT1G21390",45,15,45,41,18,59
"AT1G21400",68,36,31,80,35,60
"AT1G21410",62,12,44,16,19,32
"AT1G21440",28,40,207,37,22,135
"AT1G21450",51,83,87,130,133,176
"AT1G21460",34,22,82,12,17,33
"AT1G21480",25,10,29,10,3,20
"AT1G21500",527,441,956,437,187,770
"AT1G21520",51,24,33,31,7,34
"AT1G21525",42,28,22,19,3,7
"AT1G21540",18,47,29,20,23,42
"AT1G21550",81,62,86,90,44,133
"AT1G21570",89,104,134,102,49,151
"AT1G21580",72,96,276,119,75,258
"AT1G21590",96,57,100,109,30,95
"AT1G21600",145,177,482,133,106,318
"AT1G21610",57,40,65,31,9,66
"AT1G21630",90,111,290,143,104,431
"AT1G21640",248,132,206,233,125,414
"AT1G21651",17,0,22,13,12,37
"AT1G21660",31,55,190,51,21,186
"AT1G21670",177,162,382,430,371,1164
"AT1G21680",402,389,721,348,183,607
"AT1G21690",15,10,132,17,14,95
"AT1G21700",71,55,70,63,34,93
"AT1G21720",140,111,196,148,105,257
"AT1G21730",20,36,37,23,15,23
"AT1G21750",414,415,776,923,533,1710
"AT1G21760",26,14,44,50,23,39
"AT1G21770",26,14,29,3,7,25
"AT1G21780",41,52,167,92,35,187
"AT1G21790",37,22,43,27,25,29
"AT1G21830",54,65,59,86,94,65
"AT1G21880",17,22,78,17,21,68
"AT1G21900",83,52,76,114,96,155
"AT1G21910",88,33,24,17,28,18
"AT1G21920",40,51,24,36,17,35
"AT1G21930",4,19,66,6,8,42
"AT1G21945",69,1252,132,406,881,150
"AT1G21980",93,87,50,106,30,79
"AT1G22020",31,20,42,48,21,56
"AT1G22030",3,28,10,12,17,9
"AT1G22040",24,16,38,28,13,36
"AT1G22050",11,83,5,19,49,11
"AT1G22060",28,33,67,40,27,39
"AT1G22070",50,44,107,166,81,185
"AT1G22140",30,20,53,40,18,40
"AT1G22190",168,150,186,93,250,195
"AT1G22200",41,34,98,103,62,159
"AT1G22270",25,23,43,17,29,50
"AT1G22280",145,130,152,254,147,266
"AT1G22300",1014,1151,612,1646,735,1064
"AT1G22310",25,15,13,20,16,18
"AT1G22330",19,31,10,13,6,11
"AT1G22340",18,11,11,5,8,8
"AT1G22350",28,83,49,34,9,45
"AT1G22360",295,351,164,352,169,286
"AT1G22370",110,98,52,30,25,22
"AT1G22380",9,23,21,22,4,12
"AT1G22400",724,540,199,1607,518,941
"AT1G22403",12,20,8,20,16,28
"AT1G22410",257,222,369,705,360,1055
"AT1G22430",37,55,123,42,19,69
"AT1G22450",68,46,259,116,61,285
"AT1G22470",18,12,21,8,4,6
"AT1G22490",14,16,15,8,25,13
"AT1G22500",30,25,60,32,11,74
"AT1G22510",4,10,18,50,16,48
"AT1G22520",11,21,16,19,11,23
"AT1G22530",196,146,136,95,58,87
"AT1G22540",44,27,62,27,17,61
"AT1G22570",58,66,89,77,31,90
"AT1G22590",21,22,31,12,11,8
"AT1G22610",59,71,216,58,42,183
"AT1G22620",51,27,85,50,21,114
"AT1G22630",151,196,78,87,94,39
"AT1G22640",39,26,32,42,40,16
"AT1G22650",14,10,30,65,18,63
"AT1G22690",148,147,165,143,104,124
"AT1G22700",84,111,122,108,73,77
"AT1G22710",212,189,468,266,194,534
"AT1G22730",39,55,80,65,35,104
"AT1G22740",22,22,23,9,4,14
"AT1G22750",57,85,83,71,56,86
"AT1G22770",155,161,585,194,149,570
"AT1G22780",48,86,49,73,30,55
"AT1G22790",30,41,55,23,9,50
"AT1G22800",20,20,38,25,6,32
"AT1G22840",158,135,400,166,148,619
"AT1G22850",327,325,545,151,79,330
"AT1G22860",18,19,39,14,10,32
"AT1G22870",18,7,64,47,16,98
"AT1G22882",68,66,62,65,19,71
"AT1G22885",15,22,19,25,38,18
"AT1G22890",90,100,40,121,71,148
"AT1G22900",41,41,133,217,386,654
"AT1G22910",50,57,75,42,45,86
"AT1G22920",32,23,89,53,10,99
"AT1G22930",1047,749,308,875,394,398
"AT1G22940",35,16,39,32,21,24
"AT1G22950",28,29,54,33,12,86
"AT1G22970",15,13,35,21,9,36
"AT1G23000",0,31,3,17,31,1
"AT1G23020",56,77,93,58,41,110
"AT1G23030",8,20,21,23,13,13
"AT1G23040",57,54,170,65,45,283
"AT1G23050",75,45,17,32,16,19
"AT1G23080",56,104,193,50,32,60
"AT1G23090",64,43,109,132,57,214
"AT1G23130",869,836,1238,1495,626,1602
"AT1G23140",8,17,8,32,17,13
"AT1G23170",6,0,16,19,15,77
"AT1G23180",23,35,113,15,13,48
"AT1G23190",139,118,223,156,100,218
"AT1G23200",7,10,17,6,10,8
"AT1G23205",17,52,24,6,28,25
"AT1G23220",58,50,32,59,83,57
"AT1G23230",36,68,107,82,53,186
"AT1G23260",83,70,60,92,37,73
"AT1G23280",43,54,84,45,37,106
"AT1G23290",300,333,280,441,158,443
"AT1G23310",1916,1402,2776,1233,999,1672
"AT1G23330",7,19,19,14,9,19
"AT1G23360",27,35,45,32,27,30
"AT1G23390",790,358,992,491,267,2182
"AT1G23400",249,144,522,125,61,379
"AT1G23440",115,121,126,315,134,187
"AT1G23490",350,331,521,548,307,810
"AT1G23530",17,24,13,8,7,11
"AT1G23550",9,31,6,20,50,17
"AT1G23710",49,55,33,92,135,82
"AT1G23720",7,110,19,58,34,9
"AT1G23730",17,18,32,48,13,35
"AT1G23740",180,177,187,92,37,104
"AT1G23750",28,13,33,14,2,17
"AT1G23780",48,29,83,60,29,126
"AT1G23800",77,68,68,34,49,144
"AT1G23820",153,193,297,189,94,289
"AT1G23830",24,5,58,21,37,64
"AT1G23840",21,7,75,35,17,54
"AT1G23850",19,16,132,64,38,239
"AT1G23860",50,26,79,56,38,82
"AT1G23870",24,32,22,41,19,83
"AT1G23900",44,45,130,97,56,187
"AT1G23950",25,18,29,42,18,27
"AT1G23960",62,40,37,42,13,44
"AT1G23970",20,39,14,38,16,22
"AT1G23980",17,33,13,6,7,16
"AT1G24020",3,32,79,15,27,23
"AT1G24040",38,62,68,48,20,71
"AT1G24050",116,115,87,155,66,113
"AT1G24100",487,566,485,931,197,699
"AT1G24120",50,39,69,39,24,53
"AT1G24140",27,16,23,62,57,79
"AT1G24145",67,37,110,160,74,341
"AT1G24147",219,106,573,191,55,447
"AT1G24148",56,26,45,45,37,38
"AT1G24150",29,26,73,68,54,112
"AT1G24160",64,79,110,59,16,84
"AT1G24170",24,38,33,23,15,25
"AT1G24180",56,75,108,94,57,234
"AT1G24190",68,61,64,77,55,100
"AT1G24240",16,6,25,9,20,25
"AT1G24265",3,148,17,17,82,8
"AT1G24267",57,102,118,100,53,153
"AT1G24280",11,11,26,2,6,21
"AT1G24290",14,6,46,8,13,19
"AT1G24300",93,66,101,105,37,128
"AT1G24310",41,33,75,26,28,110
"AT1G24330",8,17,25,16,9,19
"AT1G24340",16,15,30,13,10,23
"AT1G24350",53,48,138,110,48,284
"AT1G24360",114,95,134,136,80,162
"AT1G24400",21,11,27,12,16,30
"AT1G24440",32,4,21,10,17,20
"AT1G24450",32,18,54,25,29,43
"AT1G24460",70,149,99,143,97,168
"AT1G24470",10,28,39,29,15,32
"AT1G24490",74,111,187,71,60,171
"AT1G24510",164,123,153,126,79,215
"AT1G24530",12,14,26,39,24,67
"AT1G24560",38,52,49,75,46,57
"AT1G24575",57,89,108,88,72,109
"AT1G24610",28,28,110,31,30,82
"AT1G24625",127,159,242,172,89,197
"AT1G24706",71,93,95,131,47,129
"AT1G24764",23,59,21,16,27,25
"AT1G24825",22,33,4,25,13,2
"AT1G25220",45,40,96,206,84,372
"AT1G25230",35,30,22,6,9,14
"AT1G25250",21,28,47,22,20,27
"AT1G25260",57,66,130,118,67,133
"AT1G25275",147,68,59,144,94,90
"AT1G25280",44,44,147,121,74,234
"AT1G25290",12,22,56,12,13,29
"AT1G25320",18,22,15,10,7,15
"AT1G25350",76,52,225,67,44,234
"AT1G25370",13,10,7,36,16,38
